time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-16 00:00:00+00:00,4,2,47,9
2025-01-17 00:00:00+00:00,4,3,49,8
2025-01-18 00:00:00+00:00,2,2,17,8
2025-01-19 00:00:00+00:00,5,3,77,5
2025-01-20 00:00:00+00:00,3,3,51,6
2025-01-21 00:00:00+00:00,3,2,25,15
2025-01-22 00:00:00+00:00,4,3,16,11
2025-01-23 00:00:00+00:00,3,3,15,9
2025-01-24 00:00:00+00:00,1,1,13,9
2025-01-25 00:00:00+00:00,5,2,38,6
2025-01-26 00:00:00+00:00,3,3,24,4
2025-01-27 00:00:00+00:00,4,4,49,9
2025-01-28 00:00:00+00:00,6,5,29,8
2025-01-29 00:00:00+00:00,3,2,12,9
