time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-14 00:00:00+00:00,9,6,15,9
2024-05-15 00:00:00+00:00,6,6,24,11
2024-05-16 00:00:00+00:00,9,6,28,9
2024-05-17 00:00:00+00:00,12,9,12,8
2024-05-18 00:00:00+00:00,7,7,9,4
2024-05-19 00:00:00+00:00,11,8,12,3
2024-05-20 00:00:00+00:00,10,7,33,10
2024-05-21 00:00:00+00:00,8,7,44,11
2024-05-22 00:00:00+00:00,5,5,15,10
2024-05-23 00:00:00+00:00,10,7,42,9
2024-05-24 00:00:00+00:00,7,7,28,8
2024-05-25 00:00:00+00:00,10,7,6,4
2024-05-26 00:00:00+00:00,6,6,17,4
2024-05-27 00:00:00+00:00,9,6,11,7
